Date,DIA_LSTM_Pred,SPY_LSTM_Pred,QQQ_LSTM_Pred,Risk_free
2014-03-18,0.0020952926,-0.0071435417000000005,-0.0039920015,2.681
2014-03-19,-0.0022064052,0.0029413247999999998,0.004299686,2.772
2014-03-20,0.001121675,0.0025490876,0.0024665955,2.775
2014-03-21,0.0024934933,-0.0008240361,0.0025073031,2.75
2014-03-24,-0.006790999,-0.00033288784,0.0066406475,2.733
2014-03-25,-0.00064869446,0.0010106283,-0.006749684000000001,2.735
2014-03-26,0.0005475062,-0.0026570642,0.014769653,2.701
2014-03-27,-0.005221914,-0.0040116026,-0.01380952,2.6719999999999997
2014-03-28,0.0025980058,0.0031546226,-0.012516433,2.7119999999999997
2014-03-31,0.0020587607,-0.00069712056,0.009773583,2.7230000000000003
2014-04-01,-0.0005685815,0.0036979509,0.023141867000000003,2.759
2014-04-02,0.002496182,0.0002241279,-0.00437344,2.803
2014-04-03,0.0012158882,0.004314691,-0.003781379,2.79
2014-04-04,-0.00035820807999999995,0.00028716875,-0.001665192,2.7260000000000004
2014-04-07,-0.0015558399,0.0034981074,-0.010367481999999999,2.695
2014-04-08,0.0014243464,-0.0027180134999999998,0.0030745943,2.681
2014-04-09,7.0255395e-05,-0.0017073545999999999,0.006552309,2.6839999999999997
2014-04-10,-0.001411393,0.00438175,-0.0023179234,2.628
2014-04-11,0.0011315247,0.0041691796000000005,0.008783694,2.6189999999999998
2014-04-14,-0.0007358109599999999,0.00441484,0.011321132,2.639
2014-04-15,-0.0038942061,0.0026593021999999997,0.007869451,2.628
2014-04-16,-0.0030536585999999997,0.0015633078,0.0024907384,2.637
2014-04-17,-0.0032299138,0.009883009,0.013978098000000001,2.721
2014-04-21,-0.00043642940000000003,-0.00050695403,-0.009900161,2.721
2014-04-22,-0.0024958267000000003,-0.0010098326,0.0051910565,2.7260000000000004
2014-04-23,0.012254488000000001,0.0029038927,-0.0029200607,2.6860000000000004
2014-04-24,0.01132391,-0.0008336039,0.013783245,2.688
2014-04-25,-0.007434245999999999,-0.009833928,-0.03142434,2.6660000000000004
2014-04-28,0.0043289145,-0.005515954,0.0019995044,2.677
2014-04-29,-0.0024410854,-4.0675717e-05,-0.0043858327,2.695
2014-04-30,0.003982828,0.0045422786,0.0036511885,2.648
2014-05-01,0.0031784824,0.0021893454000000002,-0.004183245,2.6060000000000003
2014-05-02,-0.0005146053,-0.0018622851999999998,0.0058607315,2.591
2014-05-05,-0.00084253354,0.0038861856,-0.0006681842999999999,2.611
2014-05-06,0.0038403939,0.002347774,0.0048746996999999995,2.595
2014-05-07,0.0034257113000000002,-0.00022533044,-7.3951145e-05,2.59
2014-05-08,0.0035034296999999995,0.0021696994,0.0049066725,2.602
2014-05-09,0.005706541999999999,0.0046470338,-0.0033700109999999996,2.623
2014-05-12,-0.00056752673,-0.0009779307000000001,-0.007987419,2.656
2014-05-13,0.00043671986,-0.00048880104,-0.0010561682,2.6180000000000003
2014-05-14,0.004548075,-0.0010418583,0.008607729,2.543
2014-05-15,0.0027056648,-0.0014151692999999999,0.01079711,2.502
2014-05-16,-0.004032682,0.0017263172,0.002009515,2.5180000000000002
2014-05-19,0.0019398922,0.00024285258999999997,0.005520886,2.536
2014-05-20,3.6131765e-05,0.0060790903,-0.016568707,2.509
2014-05-21,-0.0012700176,0.0056149424,0.0038936376,2.537
2014-05-22,-0.0002164268,0.007845167,0.010880051000000002,2.555
2014-05-23,-0.015493534,-0.0044390770000000005,0.0010736219,2.536
2014-05-27,0.0014180880999999999,0.0036206818,0.0037662703999999997,2.5180000000000002
2014-05-28,0.0025747,-8.631919599999999e-05,0.004023571,2.438
2014-05-29,-0.0055124615,-0.0021379916,-0.0011403697999999999,2.447
2014-05-30,-0.0009936909,0.00060180033,-0.010301751999999999,2.457
2014-06-02,-0.0011459964,0.0008671675,0.002165456,2.5340000000000003
2014-06-03,0.0034746215999999996,0.0019459051999999998,-0.0079077585,2.593
2014-06-04,0.0022517378,0.0045800023,0.0133710615,2.6060000000000003
2014-06-05,-0.0034711426,-0.000925664,-0.0028358449,2.5839999999999996
2014-06-06,-0.00045603124000000004,0.0019318376,-0.005280733,2.597
2014-06-09,0.0034706409999999996,-0.0020316504,0.008222263,2.613
2014-06-10,-0.00015527749,0.0018647001999999998,-0.0024121983,2.635
2014-06-11,0.0011991928,0.00086821103,-0.0028639765999999996,2.64
2014-06-12,-0.0006660387,0.0053712726,-0.0024003084,2.5860000000000003
2014-06-13,-0.001596652,0.0016696702,-0.009931985,2.6039999999999996
2014-06-16,-0.0014476225,0.006122239399999999,0.0016472432000000001,2.597
2014-06-17,-0.0027893697999999997,0.001945928,-0.005342383399999999,2.655
2014-06-18,0.0012705734,0.000106099,-0.012265238000000001,2.613
2014-06-19,-0.0007304767,-0.0019048741,0.001856179,2.622
2014-06-20,-0.0037299190000000004,-0.0029797878,-9.658787000000001e-05,2.6239999999999997
2014-06-23,0.0018719367999999999,0.0009991141,0.0009375993400000001,2.623
2014-06-24,0.001759615,0.0015633325,-0.006396908299999999,2.5860000000000003
2014-06-25,-0.0032550990000000004,-0.0042164437,-0.00839368,2.559
2014-06-26,0.0007701785,0.0028385252000000002,-0.011509365,2.525
2014-06-27,-0.0047346605,0.0055263643,0.012466356999999999,2.532
2014-06-30,0.0015570162,-0.000627566,0.0006634414,2.516
2014-07-01,0.0023809727,0.002614473,0.003926478,2.563
2014-07-02,-0.00081000687,0.0049357126,0.0025624929000000003,2.628
2014-07-03,0.0006387828599999999,-0.0017587332999999998,-0.0024618772,
2014-07-07,0.0028312570000000002,0.0030125959999999998,0.00068087736,2.617
2014-07-08,0.0025384417,0.0034036179999999997,-0.0027053158,2.565
2014-07-09,-0.0010573575,-0.002171072,-0.0058659124,2.5469999999999997
2014-07-10,0.00026896535,0.00030812656,0.0012043103,2.532
2014-07-11,0.0031306967,0.0039618476,0.0010637458000000001,2.52
2014-07-14,-0.0021640896,0.0015213582,-0.0038813937,2.549
2014-07-15,-0.0006488593,0.0054259025,-0.010203143000000001,2.549
2014-07-16,0.00054981164,0.00044918822999999994,0.0048898007,2.5380000000000003
2014-07-17,0.001316255,-0.0056973896,-0.00061490183,2.475
2014-07-18,0.007940311,0.0025883918,0.008268936,2.484
2014-07-21,0.0018238854999999999,-0.0045263176,0.0030831012,2.474
2014-07-22,0.0046895724,0.008222098,0.0025563966,2.4659999999999997
2014-07-23,-0.00062074413,0.0008991139,0.0012746750999999999,2.464
2014-07-24,-0.0025311029000000002,0.0037448940000000003,-0.0015955993,2.509
2014-07-25,-0.0030466989000000003,0.0007313987599999999,-0.0020025433,2.469
2014-07-28,-0.0038693193,-0.00789538,0.0049707205,2.491
2014-07-29,-0.0041932003,0.0054253475,0.0007355478999999999,2.4619999999999997
2014-07-30,-0.0014247878,0.005471447,0.008912365,2.5540000000000003
2014-07-31,0.0043542165999999995,0.0040796595,0.007614536999999999,2.556
2014-08-01,0.0023880354000000003,-0.0036806779999999997,-0.007760628,2.505
2014-08-04,0.0023717969,0.0033579409999999997,-0.0037909818,2.491
2014-08-05,-0.00081226765,0.0018704258999999999,0.0040922444,2.483
2014-08-06,-0.0032446909999999996,-0.003354036,0.01042404,2.474
2014-08-07,0.0018722819,0.0072444263,-0.0013704721,2.424
2014-08-08,-0.0010077916,0.0034527658000000003,-0.00085695024,2.415
2014-08-11,-0.016694237,-0.0026804262,0.01258302,2.42
2014-08-12,-0.007585704300000001,-0.0066927513,0.0007817897999999999,2.4419999999999997
2014-08-13,0.019903408,0.0025252947,0.009571844,2.4130000000000003
2014-08-14,-0.0103630535,-0.004440296,-0.014093393999999999,2.4
2014-08-15,-0.0022973283,-0.0016452775,-0.0047525787,2.345
2014-08-18,0.0012508063,-0.00093219045,0.0066747637,2.387
2014-08-19,-0.00010615034,0.00018635936,-0.0016898473,2.405
2014-08-20,0.0013622873,-0.007880557,0.01415281,2.426
2014-08-21,0.0022913376000000003,0.0022486262,-0.00045458862000000004,2.407
2014-08-22,-0.0018547102,0.0014513504999999999,-0.007705638000000001,2.403
2014-08-25,0.0011199021000000001,0.0029043562,-0.008239255,2.387
2014-08-26,-0.0014800878,0.0017795032999999999,-0.0013068772,2.391
2014-08-27,-0.0013575527,-0.0010051836,-0.013780716,2.3609999999999998
2014-08-28,-0.00101661,0.0028164187,0.005381115200000001,2.334
2014-08-29,0.000522919,-0.0014716481,-0.0051785177,2.343
2014-09-02,-0.0018712132000000001,0.0009852386999999998,0.0028012121999999996,2.419
2014-09-03,-0.0003981609,0.0009309828999999999,-0.005819278000000001,2.41
2014-09-04,0.0031407545,0.0016602243,0.00019954971999999998,2.448
2014-09-05,-0.002751804,0.004592161,-0.0065105665,2.461
2014-09-08,0.0018064431,0.0016228935999999998,0.0023808460000000003,2.469
2014-09-09,0.00082404655,0.002509418,-0.004703751,2.5
2014-09-10,0.002177076,0.0016132547,-0.0035260774,2.5340000000000003
2014-09-11,0.0011226311999999999,0.0030020506,-0.0021866476,2.531
2014-09-12,0.0027048588,0.0016733053,0.0020961232999999998,2.614
2014-09-15,-0.00068504375,0.0006551857,-0.0012208708,2.591
2014-09-16,-0.0012352777000000001,0.004231352,-0.008192336,2.589
2014-09-17,0.0031341836,0.00052797166,-0.0036094019000000002,2.6
2014-09-18,0.0025057006,-0.003557356,0.0012863997,2.6289999999999996
2014-09-19,0.0028689974,0.0024828995,-0.007226604,2.5869999999999997
2014-09-22,0.0028482372999999997,0.003079762,0.00024928917999999996,2.5660000000000003
2014-09-23,0.00031398403,-0.0020176887,-0.0065415315,2.535
2014-09-24,-0.0010694332000000001,0.0025909329999999997,0.0048022545,2.569
2014-09-25,0.0027003721000000004,0.0009328323,-0.009082352,2.511
2014-09-26,-0.0022752098999999997,-0.0015102404,-0.0023740535000000003,2.535
2014-09-29,0.0059970114,0.008922167,0.009111878,2.491
2014-09-30,-0.00073937955,-0.0016930157,0.0059829527,2.508
2014-10-01,-0.015973263999999997,0.0027242029999999997,-0.010813600000000001,2.403
2014-10-02,-0.00040282017999999995,0.0024523101999999997,0.012197581,2.438
2014-10-03,0.006713129,0.0045041624,-0.0012357174,2.447
2014-10-06,0.005725333000000001,0.005466575699999999,-0.016312268,2.425
2014-10-07,0.0095075695,-0.0043611666,-2.6023074e-05,2.35
2014-10-08,0.003315745,-0.0046724724,0.015600766,2.33
2014-10-09,-0.0020354814,0.003691232,-0.007042004300000001,2.327
2014-10-10,0.01101341,0.0006272876999999999,0.0027166509999999996,2.307
2014-10-13,-0.0059690247,-0.0008223894,-0.0037623944,2.286
2014-10-14,0.003486047,0.006841448000000001,0.007701503,2.206
2014-10-15,0.013486695,-0.004265972,-0.01137101,2.09
2014-10-16,-0.0010582702000000001,-0.004862341,0.0030626452,2.153
2014-10-17,0.005344961,0.01513849,0.009608944,2.199
2014-10-20,-0.007045192,0.016881963,0.005406085400000001,2.181
2014-10-21,-0.0028101810999999997,0.009163683,-0.008191164,2.208
2014-10-22,0.00409996,0.012351778,0.0010303461,2.229
2014-10-23,-0.009263139,-0.013119036,-0.009121919000000001,2.275
2014-10-24,0.0058717667,0.0053574936,0.000116326846,2.273
2014-10-27,-0.0052220470000000005,-0.0036066878,-0.018081084,2.2569999999999997
2014-10-28,0.0030839592,-0.0060061757,-0.0030855434,2.2840000000000003
2014-10-29,-0.008940138,-0.0021435467000000003,-0.005951506,2.323
2014-10-30,-0.0063435114,0.0025179323,-0.0042102425,2.305
2014-10-31,0.0011355611,-0.004418626,0.0022330696,2.335
2014-11-03,-0.0072345803000000005,0.0028968514000000003,0.002296354,2.3480000000000003
2014-11-04,-0.0065272977,0.0036197684000000003,0.00729079,2.342
2014-11-05,-0.013404365,-0.0056359954000000006,0.0032735316,2.35
2014-11-06,-0.007380249,0.0018932098000000001,-0.0065522464,2.375
2014-11-07,-0.008776971,0.0034826198,-0.0053794817,2.312
2014-11-10,-0.0100380415,-0.0010000067,0.0051359646,2.359
2014-11-11,-0.00690032,0.00052330317,0.002616081,2.36
2014-11-12,-0.012253968999999998,0.00011063847,-0.0028555440000000002,2.359
2014-11-13,-0.0077976669999999994,0.005044867299999999,0.0051468040000000005,2.347
2014-11-14,-0.0070306323,0.0007750095,0.0014212341,2.32
2014-11-17,-0.008312914499999999,0.0056534293,-0.009795037,2.34
2014-11-18,-0.009439017,0.0011594723,-0.0073189186,2.322
2014-11-19,-0.0071480074,0.0011377651,0.0065507656,2.351
2014-11-20,-0.0062438725,0.001161156,-0.0008575011,2.335
2014-11-21,-0.0044197803,-0.00045466932,-0.004826423,2.315
2014-11-24,0.00057436794,0.002592831,0.0015064132000000001,2.31
2014-11-25,0.0012905719,0.0029431928,-0.0014753623000000001,2.26
2014-11-26,0.001491274,0.0015128143,-0.0006871082,2.234
2014-11-28,0.0022282503,0.0028952134000000003,-0.0022844207,
2014-12-01,-0.00053617917,0.0016896207,-0.0035395755,2.218
2014-12-02,-0.0021318067000000002,6.535178e-05,-0.0034981112,2.285
2014-12-03,0.001378154,0.0031341040000000004,0.0040577109999999994,2.287
2014-12-04,0.0008846569,0.0052985223,0.0033884177,2.2569999999999997
2014-12-05,0.0022483505,-0.0018945539,-0.0014727686,2.307
2014-12-08,-0.00029054272,0.0008024076,-0.004446406,2.2569999999999997
2014-12-09,0.0008921075999999999,0.0005387689,-0.0026431624,2.22
2014-12-10,-0.0020075524,0.0013664785000000001,-0.0003542676,2.169
2014-12-11,0.0020354488,0.004954318,-0.0009902641,2.178
2014-12-12,-0.002720443,-0.00066839985,0.00862022,2.103
2014-12-15,-0.0018477620000000002,0.0029340873,-0.0020475464,2.116
2014-12-16,0.013555399,0.0039738677000000005,0.00058508175,2.0709999999999997
2014-12-17,0.0017593901,0.0037521375,0.024414968,2.148
2014-12-18,-0.011632595,0.0030537272999999997,-0.017828694,2.204
2014-12-19,0.009847164,0.0023675738000000003,0.004141148,2.176
2014-12-22,-0.0030709421,-0.0028388458000000003,-0.0008823510000000001,2.162
2014-12-23,-0.014924115,0.0033002677,0.006631779,2.2569999999999997
2014-12-24,-0.008609138,-0.0090673985,-0.013742217,
2014-12-26,0.01020596,0.004967866,0.011149598,2.25
2014-12-29,0.0034626927,-0.013012405,-0.014932757,2.207
2014-12-30,-0.009764552,-0.0024275720000000002,-0.014019874,2.19
2014-12-31,-0.011854573,3.5423435999999997e-06,0.0053330115,2.17
2015-01-02,0.0058786348,0.0051659383,-4.8633082999999994e-05,2.123
2015-01-05,-0.0046095382,-0.00462094,0.015485825,2.039
2015-01-06,0.0054668146,-0.00089140865,-0.023255743,1.963
2015-01-07,0.0006749662599999999,0.0054838955000000005,0.0003827001,1.954
2015-01-08,0.007065337,0.004641561,0.0004965619000000001,2.016
2015-01-09,0.0068456796,0.002583138,-0.0048473859999999995,1.9709999999999999
2015-01-12,-0.0032574547999999997,0.0022804963,-0.002212938,1.912
2015-01-13,-0.0017146833,0.008250198,-0.0020051084,1.89
2015-01-14,0.004908257,-0.0029533128000000003,0.011972327,1.837
2015-01-15,0.0076057836,-0.007266083299999999,-0.020584097,1.775
2015-01-16,0.0039728590000000005,0.0012323941,-0.013233551000000001,1.815
2015-01-20,0.0026016803,-0.016826509,-0.025601372,1.807
2015-01-21,-0.012547451999999999,-0.005261286,0.0053438377,1.8530000000000002
2015-01-22,0.0026905234000000004,0.014353152,-0.0025660861,1.896
2015-01-23,-0.0017708367,0.011385573999999999,0.006943524,1.817
2015-01-26,-0.0068108365,-0.006585051999999999,-0.00067302963,1.828
2015-01-27,9.536016e-06,-3.8955506e-05,-0.011648434,1.825
2015-01-28,-0.0005264241000000001,-0.0012633477,-0.003170332,1.724
2015-01-29,0.0008835841999999999,-0.0017235882000000001,-0.01605179,1.751
2015-01-30,0.0032305861999999998,2.2016728e-05,-0.012702436000000001,1.675
2015-02-02,0.012590769,-0.0050583067,0.006687678000000001,1.673
2015-02-03,0.0017324928,0.00017945718999999997,-0.0064802542000000005,1.78
2015-02-04,-0.0085805785,-0.0029276840000000003,-0.017509528,1.797
2015-02-05,0.0021930013,0.00014225708,0.0099275755,1.815
2015-02-06,0.0006765624,-0.002574885,-0.0012279993,1.9380000000000002
2015-02-09,-0.009856206,0.008436601,0.008978234,1.9480000000000002
2015-02-10,-0.0014670511999999999,-0.001503271,-0.0051590838,1.9909999999999999
2015-02-11,0.0028622732,0.0042578084,0.0021848139999999998,1.9880000000000002
2015-02-12,-0.0035009541999999998,0.0006726429600000001,-0.020524213,1.986
2015-02-13,-0.010704736000000001,-0.005172741,-0.01758371,2.021
2015-02-17,0.009533615,0.0011509857,0.0010198278,2.145
2015-02-18,-0.0034143421999999995,0.014988012,0.0009187016,2.066
2015-02-19,0.0008562641000000001,0.0014938326,-0.0041673775,2.113
2015-02-20,0.004746896,0.0037115524,-0.002422772,2.133
2015-02-23,-0.0012754728,0.005229158,-0.012868619,2.059
2015-02-24,0.0033843140000000002,0.010647606,0.004759806,1.9880000000000002
2015-02-25,0.00018532784,-0.0022017371,-0.008085629,1.969
2015-02-26,0.0031274534000000002,-0.0012068378,0.00013575912,2.016
2015-02-27,-0.00029203354,0.005482544000000001,-0.0020526682,2.002
2015-03-02,-0.002445762,0.0018118247,-0.00014359242,2.084
2015-03-03,0.0015858626000000002,0.0043886583,-0.0028537386,2.122
2015-03-04,-0.0021168166,0.0031174011999999997,-0.0031828063,2.123
2015-03-05,0.0019311149,-0.00077160844,0.003910281,2.112
2015-03-06,0.00014670516000000002,0.00047625487999999996,0.0012985026,2.24
2015-03-09,0.0044919862,-0.00014024178,0.0005706438,2.195
2015-03-10,-0.0013142482000000001,0.0009034846400000001,-0.0006713606,2.126
2015-03-11,-0.0005204492500000001,3.9582606e-05,0.0071930727,2.109
2015-03-12,-0.00021671766,-0.0024160760999999997,0.009482278,2.096
2015-03-13,0.0023539327,0.0065375469999999995,0.001973312,2.112
2015-03-16,0.0030644116999999998,-0.00116976,0.020046934,2.0980000000000003
2015-03-17,0.0044714003,0.0010905138,0.0020987873,2.0580000000000003
2015-03-18,0.0017063623999999998,0.0013386307999999998,0.0034504998,1.9509999999999998
2015-03-19,-0.0011179158,0.0030414567,0.0019125012,1.9769999999999999
2015-03-20,-0.00044258323,-0.008081401,0.0012373358,1.93
2015-03-23,0.01591962,-0.008766884,-0.008687268,1.915
2015-03-24,-0.0028832922999999996,0.0002984549,-0.029707614,1.8780000000000001
2015-03-25,-0.003697955,0.0032757204,-0.0047321017,1.92
2015-03-26,0.008851358,-0.0031531611,0.015956838,2.0069999999999997
2015-03-27,-0.0028450931,0.013139288,0.003967650200000001,1.9480000000000002
2015-03-30,0.014531401000000001,0.004788678,0.007351399999999999,1.963
2015-03-31,0.010152121,0.009119109,-0.020646721,1.9340000000000002
2015-04-01,-0.00038611534,0.0006723013,-0.01164404,1.868
2015-04-02,-0.010033631,0.0020479849,0.0030369312,1.9040000000000001
2015-04-06,0.0059440224,-0.0020291544,0.0074245985999999995,1.9040000000000001
2015-04-07,-0.0047877356,-0.007877491,0.00025970105,1.893
2015-04-08,0.003895741,-0.00210858,0.016446527,1.895
2015-04-09,0.00072396424,0.007003604399999999,0.005939613000000001,1.9580000000000002
2015-04-10,0.006445354,-0.00031943872,-0.0037806971999999996,1.9509999999999998
2015-04-13,0.006101712,-0.011150918999999999,-0.0071299677,1.939
